id,price,model,mileage,motorcycle_class,year,engine_capacity,engine_strokes,damaged,documents,city,date
2120,461 000₽,Honda VTX 1800,16 204 км,Круизер,2002,1 800 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,10 мая 2017
2121,520 000₽,Honda VTX 1800,19 160 км,Круизер,2007,1 800 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,10 мая 2017
2122,498 000₽,Harley-Davidson Fat Boy FLSTF,42 775 км,Чоппер,1999,1 340 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,10 мая 2017
2123,249 000₽,Honda XR,5 956 км,Эндуро,2005,230 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,10 мая 2017
2124,161 000₽,Yamaha XVS 400,29 656 км,Чоппер,1996,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,10 мая 2017
2125,310 000₽,Yamaha YZF R3,3 216 км,Спортивный,2016,320 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,10 мая 2017
2126,205 000₽,Honda CB 400SS,18 111 км,Классика,2004,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,10 мая 2017
2127,167 000₽,Yamaha XVS 400,37 230 км,Чоппер,2000,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,10 мая 2017
2128,183 000₽,Yamaha XVS 400,20 891 км,Чоппер,2001,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,10 мая 2017
2129,355 000₽,Yamaha XVS 1100,22 161 км,Чоппер,2005,1 100 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,10 мая 2017
2130,155 000₽,Honda Steed,23 943 км,Чоппер,1999,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,10 мая 2017
2131,565 000₽,Kawasaki z1000,20 000 км,Классика,2013,1 043 куб. см.,4х тактный,Исправен,Есть ПТС,Егорьевск,10 мая 2017
2132,800 000₽,BMW S1000 RR,11 000 км,Спортивный,2012,1 000 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,9 мая 2017
2133,960 000₽,Suzuki Boulevard M109R,3 189 км,Круизер,2015,1 800 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,9 мая 2017
2134,180 000₽,Suzuki TL1000R,59 000 км,Спортивный,1998,998 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,9 мая 2017
2135,198 000₽,Honda VTR 1000F,33 231 км,Спорт-турист,1998,1 000 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,9 мая 2017
2136,287 000₽,Yamaha XVS 1100,6 520 км,Круизер,2000,1 100 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,9 мая 2017
2137,351 000₽,Honda NC 700X,7 759 км,Туристический,2013,700 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,9 мая 2017
2138,460 000₽,Honda VTX 1800,29 590 км,Круизер,2005,1 800 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,9 мая 2017
2139,1 250 000₽,Yamaha YZF R1,4 736 км,Спортивный,2015,1 000 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,9 мая 2017
2140,600 000₽,Yamaha XVS 1300,728 км,Круизер,2013,1 300 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,9 мая 2017
2141,500 000₽,Harley-Davidson Road King Classic,68 828 км,Круизер,2004,1 450 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,9 мая 2017
2142,597 000₽,Ducati Streetfighter,None,Классика,2011,1 100 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,9 мая 2017
2143,600 000₽,Harley-Davidson Dyna Street Bob FXDB,13 071 км,Чоппер,2005,1 450 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,9 мая 2017
2144,202 000₽,Ducati Monster 400,32 029 км,Классика,2002,400 куб. см.,4х тактный,Неисправен,Есть ПТС,Москва,9 мая 2017
2145,247 000₽,Suzuki,23 771 км,Чоппер,2010,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,9 мая 2017
2146,144 000₽,Suzuki VZ 400 Marauder,21 596 км,Чоппер,1996,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,9 мая 2017
2147,2 820 000₽,Harley-Davidson CVO Street Glide,5 км,Чоппер,2017,1 900 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,9 мая 2017
2148,400 000₽,BMW F 800 R,13 000 км,Спортивный,2012,800 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,9 мая 2017
2149,190 000₽,Yamaha XVS 400,21 495 км,Чоппер,2004,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,9 мая 2017
2150,198 000₽,Honda Shadow 400,18 690 км,Чоппер,2002,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,9 мая 2017
2151,285 000₽,Kawasaki ER-4n,15 547 км,Спортивный,2013,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,9 мая 2017
2152,280 000₽,Kawasaki ER-4n,12 770 км,Спортивный,2010,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,9 мая 2017
2153,197 000₽,Honda CB 400SS,25 584 км,Классика,2006,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,9 мая 2017
2154,281 000₽,Honda Shadow 400,18 248 км,Чоппер,2012,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,9 мая 2017
2155,157 000₽,Honda CB 400SS,22 544 км,Классика,2001,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,9 мая 2017
2156,153 000₽,Yamaha XVS 400,36 449 км,Чоппер,1999,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,9 мая 2017
2157,241 000₽,Honda XR,8 890 км,Эндуро,2008,230 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,9 мая 2017
2158,150 000₽,Honda NV 750,12 623 км,Классика,1985,750 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,9 мая 2017
2159,742 000₽,Yamaha Raider,6 338 км,Чоппер,2009,1 900 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,9 мая 2017
2160,Цена не указана,Suzuki SV 400,None,Классика,None,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,8 мая 2017
2161,235 000₽,Suzuki GSF 1200 Bandit,32 323 км,Спорт-турист,2001,1 200 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,8 мая 2017
2162,317 000₽,Kawasaki VN Vulcan 900 Classic,8 837 км,Круизер,2008,900 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,8 мая 2017
2163,261 000₽,BMW R 1100 RT,31 527 км,Спорт-турист,1996,1 100 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,8 мая 2017
2164,733 000₽,Suzuki Boulevard C90,11 015 км,Круизер,2013,1 500 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,8 мая 2017
2165,440 000₽,Harley-Davidson Sportster 1200 Low XL1200L,21 703 км,Круизер,2007,1 200 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,8 мая 2017
2166,470 000₽,Honda Stateline,12 078 км,Круизер,2010,1 300 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,8 мая 2017
2167,245 000₽,BMW R 1100 RS,14 372 км,Спорт-турист,1993,1 100 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,8 мая 2017
2168,1 275 000₽,Harley-Davidson Breakout FXSB,547 км,Круизер,2014,1 700 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,8 мая 2017
2169,500 000₽,Harley-Davidson V-Rod VRSCB,29 868 км,Круизер,2006,1 250 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,8 мая 2017
2170,245 000₽,Honda VTX 1300R,14 372 км,Спорт-турист,1993,1 100 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,8 мая 2017
2171,400 000₽,Yamaha FZ 08,20 000 км,Стритфайтер,2012,800 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,8 мая 2017
2172,150 000₽,Desert Raven,1 500 км,Кастом,2013,250 куб. см.,4х тактный,Исправен,Есть ПТС,Щелково,8 мая 2017
2173,28 000₽,Ява,None,Классика,1964,350 куб. см.,2х тактный,Неисправен,Без ПТС,Москва,8 мая 2017
2174,253 000₽,BMW F 650 GS,44 989 км,Эндуро,2002,650 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,8 мая 2017
2175,1 231 000₽,Harley-Davidson Softail Deluxe FLSTN,725 км,Чоппер,2014,1 690 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,8 мая 2017
2176,767 000₽,Harley-Davidson Sportster Superlow 1200T XL1200T,4 432 км,Чоппер,2014,1 200 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,8 мая 2017
2177,425 000₽,Honda VTX 1800,8 844 км,Чоппер,2002,1 800 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,8 мая 2017
2178,750 000₽,Harley-Davidson V-Rod Muscle VRSCF,15 072 км,Чоппер,2010,1 250 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,8 мая 2017
2179,1 430 000₽,Harley-Davidson Street Glide Special FLHXS,4 528 км,Чоппер,2014,1 690 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,8 мая 2017
2180,847 000₽,Suzuki Boulevard M109R BOSS,7 422 км,Чоппер,2014,1 800 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,8 мая 2017
2181,492 000₽,Honda DN-01,4 890 км,Чоппер,2009,700 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,8 мая 2017
2182,425 000₽,Honda VTX 1300,25 072 км,Чоппер,2009,1 300 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,8 мая 2017
2183,434 000₽,Honda VTX 1300R,34 904 км,Чоппер,2007,1 300 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,8 мая 2017
2184,1 312 000₽,Honda Gold Wing,8 520 км,Чоппер,2012,1 800 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,8 мая 2017
2185,115 000₽,Honda FTR 223,13 109 км,Классика,2001,223 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,8 мая 2017
2186,676 000₽,Harley-Davidson Sportster Seventy-Two,5 581 км,Чоппер,2012,1 203 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,8 мая 2017
2187,529 000₽,Honda VT 1300,7 610 км,Чоппер,2010,1 300 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,8 мая 2017
2188,1 970 000₽,Harley-Davidson CVO,2 849 км,Чоппер,2014,1 803 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,8 мая 2017
2189,1 305 000₽,Harley-Davidson Touring Electra Glide Ultra Classic,8 727 км,Чоппер,2013,1 700 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,8 мая 2017
2190,698 000₽,Harley-Davidson Sportster Forty-Eight,4 045 км,Чоппер,2013,1 200 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,8 мая 2017
2191,860 000₽,Harley-Davidson V-Rod,5 407 км,Чоппер,2003,1 130 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,8 мая 2017
2192,950 000₽,Harley-Davidson Dyna Street Bob,400 км,Чоппер,2013,1 584 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,8 мая 2017
2193,1 613 000₽,Harley-Davidson Softail,7 000 км,Чоппер,2005,1 450 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,8 мая 2017
2194,599 000₽,Harley-Davidson Sportster Iron 883,1 793 км,Чоппер,2013,883 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,8 мая 2017
2195,753 000₽,Honda Gold Wing,120 222 км,Чоппер,2006,1 800 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,8 мая 2017
2196,180 000₽,Honda Steed 400,1 777 км,Чоппер,1994,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,8 мая 2017
2197,968 000₽,Honda Gold Wing,48 165 км,Чоппер,2009,1 800 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,8 мая 2017
2198,970 000₽,Yamaha Raider,5 760 км,Чоппер,2012,1 900 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,8 мая 2017
2199,422 000₽,Suzuki Boulevard C50,8 989 км,Чоппер,2008,800 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,8 мая 2017
2200,199 000₽,Ducati 900SS,22 355 км,Классика,1992,900 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,8 мая 2017
